,cells,total_score,chrom,start,end,strand,splice_motif,donor_seq,acceptor_seq,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,perfect_match_5_prime,perfect_match_3_prime,both_ends_transcripts,only_5_prime_transcripts,only_3_prime_transcripts,transcript_types,gene_ids,gene_names,transcripts_junc_5,transcripts_junc_3,gene_types
chr10_80612459_80614603_+,14,511,chr10,80612459,80614603,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000221236.1']","['ENSMUST00000220669.1', 'ENSMUST00000079883.11', 'ENSMUST00000180350.2', 'ENSMUST00000178231.1', 'ENSMUST00000218067.1', 'ENSMUST00000221236.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000180350.2', 'ENSMUST00000221236.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['ENSMUST00000219462.1'],[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000113949.1', 'ENSMUSG00000035370.9']","['Scamp4', 'Gm49322']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000180350.2', 'ENSMUST00000219462.1', 'ENSMUST00000221236.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']","['ENSMUST00000079883.11', 'ENSMUST00000178231.1', 'ENSMUST00000180350.2', 'ENSMUST00000221236.1', 'ENSMUST00000220669.1', 'ENSMUST00000218067.1']",['protein_coding']
chr11_69683344_69683853_-,6,296,chr11,69683344,69683853,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",[],[],['protein_coding'],"['ENSMUSG00000018752.19', 'ENSMUSG00000089669.7']","['Tnfsfm13', 'Tnfsf13']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",['protein_coding']
chr11_69683992_69684217_-,6,405,chr11,69683992,69684217,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",[],[],['protein_coding'],"['ENSMUSG00000018752.19', 'ENSMUSG00000089669.7']","['Tnfsfm13', 'Tnfsf13']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",['protein_coding']
chr11_69684333_69684484_-,6,300,chr11,69684333,69684484,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000108649.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']",[],['ENSMUST00000108648.2'],['protein_coding'],"['ENSMUSG00000018752.19', 'ENSMUSG00000089669.7']","['Tnfsfm13', 'Tnfsf13']","['ENSMUST00000108649.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",['protein_coding']
chr11_69684532_69684659_-,6,412,chr11,69684532,69684659,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000108649.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']",['ENSMUST00000108648.2'],[],['protein_coding'],"['ENSMUSG00000018752.19', 'ENSMUSG00000089669.7']","['Tnfsfm13', 'Tnfsf13']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']","['ENSMUST00000108649.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']",['protein_coding']
chr11_69684738_69685028_-,6,382,chr11,69684738,69685028,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7']","['ENSMUST00000180587.7', 'ENSMUST00000018896.13', 'ENSMUST00000108648.2', 'ENSMUST00000174159.7', 'ENSMUST00000108649.2']","['ENSMUST00000108648.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']",[],['ENSMUST00000108649.2'],['protein_coding'],"['ENSMUSG00000018752.19', 'ENSMUSG00000089669.7']","['Tnfsfm13', 'Tnfsf13']","['ENSMUST00000108648.2', 'ENSMUST00000018896.13', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7']","['ENSMUST00000108649.2', 'ENSMUST00000180587.7', 'ENSMUST00000174159.7', 'ENSMUST00000108648.2', 'ENSMUST00000018896.13']",['protein_coding']
chr11_70235464_70235695_-,5,281,chr11,70235464,70235695,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000134700.7', 'ENSMUST00000108578.8', 'ENSMUST00000102569.9', 'ENSMUST00000176116.7', 'ENSMUST00000176268.1', 'ENSMUST00000108576.9']","['ENSMUST00000134700.7', 'ENSMUST00000108578.8', 'ENSMUST00000102569.9', 'ENSMUST00000108577.7']","['ENSMUST00000108576.9', 'ENSMUST00000102569.9', 'ENSMUST00000108578.8', 'ENSMUST00000176116.7', 'ENSMUST00000134700.7', 'ENSMUST00000176268.1']",['ENSMUST00000021180.7'],"['ENSMUST00000148878.8', 'ENSMUST00000108579.7', 'ENSMUST00000138658.8', 'ENSMUST00000100950.9', 'ENSMUST00000108575.8', 'ENSMUST00000021181.12', 'ENSMUST00000108577.7']","['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000040904.10', 'ENSMUSG00000020831.18']","['Gm21988', '0610010K14Rik']","['ENSMUST00000108576.9', 'ENSMUST00000021180.7', 'ENSMUST00000102569.9', 'ENSMUST00000108578.8', 'ENSMUST00000176116.7', 'ENSMUST00000134700.7', 'ENSMUST00000176268.1']","['ENSMUST00000108576.9', 'ENSMUST00000176268.1', 'ENSMUST00000148878.8', 'ENSMUST00000108579.7', 'ENSMUST00000102569.9', 'ENSMUST00000138658.8', 'ENSMUST00000108575.8', 'ENSMUST00000100950.9', 'ENSMUST00000021181.12', 'ENSMUST00000108578.8', 'ENSMUST00000176116.7', 'ENSMUST00000134700.7', 'ENSMUST00000108577.7']",['protein_coding']
chr11_76121596_76134408_-,7,207,chr11,76121596,76134408,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000056601.10', 'ENSMUST00000108419.8', 'ENSMUST00000094015.10', 'ENSMUST00000166752.7', 'ENSMUST00000169734.7', 'ENSMUST00000163878.1', 'ENSMUST00000166436.7', 'ENSMUST00000170143.7', 'ENSMUST00000166084.7', 'ENSMUST00000141773.7']","['ENSMUST00000056601.10', 'ENSMUST00000108419.8', 'ENSMUST00000094015.10', 'ENSMUST00000166752.7', 'ENSMUST00000169734.7', 'ENSMUST00000163878.1', 'ENSMUST00000166436.7', 'ENSMUST00000169532.7', 'ENSMUST00000170143.7', 'ENSMUST00000166084.7', 'ENSMUST00000141773.7']","['ENSMUST00000056601.10', 'ENSMUST00000108419.8', 'ENSMUST00000094015.10', 'ENSMUST00000163878.1', 'ENSMUST00000166084.7', 'ENSMUST00000141773.7', 'ENSMUST00000170143.7', 'ENSMUST00000166752.7', 'ENSMUST00000169734.7', 'ENSMUST00000166436.7']",['ENSMUST00000143459.1'],['ENSMUST00000169532.7'],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000017288.15', 'ENSMUSG00000017286.15']","['Vps53', 'Glod4']","['ENSMUST00000056601.10', 'ENSMUST00000108419.8', 'ENSMUST00000094015.10', 'ENSMUST00000163878.1', 'ENSMUST00000166084.7', 'ENSMUST00000141773.7', 'ENSMUST00000170143.7', 'ENSMUST00000166752.7', 'ENSMUST00000169734.7', 'ENSMUST00000166436.7', 'ENSMUST00000143459.1']","['ENSMUST00000056601.10', 'ENSMUST00000108419.8', 'ENSMUST00000094015.10', 'ENSMUST00000163878.1', 'ENSMUST00000166084.7', 'ENSMUST00000141773.7', 'ENSMUST00000170143.7', 'ENSMUST00000166752.7', 'ENSMUST00000169734.7', 'ENSMUST00000166436.7', 'ENSMUST00000169532.7']",['protein_coding']
chr11_101417234_101417349_-,5,236,chr11,101417234,101417349,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000070395.8', 'ENSMUST00000140123.1', 'ENSMUST00000125472.1']","['ENSMUST00000107257.7', 'ENSMUST00000070395.8', 'ENSMUST00000107259.3', 'ENSMUST00000133240.7', 'ENSMUST00000140123.1', 'ENSMUST00000125472.1']","['ENSMUST00000140123.1', 'ENSMUST00000133240.7', 'ENSMUST00000070395.8', 'ENSMUST00000125472.1']",[],"['ENSMUST00000107259.3', 'ENSMUST00000107257.7']","['processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000097239.7', 'ENSMUSG00000075528.13']","['Gm27029', 'Aarsd1']","['ENSMUST00000140123.1', 'ENSMUST00000133240.7', 'ENSMUST00000070395.8', 'ENSMUST00000125472.1']","['ENSMUST00000125472.1', 'ENSMUST00000140123.1', 'ENSMUST00000107259.3', 'ENSMUST00000107257.7', 'ENSMUST00000133240.7', 'ENSMUST00000070395.8']",['protein_coding']
chr12_73936296_73937652_+,10,233,chr12,73936296,73937652,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000110461.7', 'ENSMUST00000021530.7']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000221833.1']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7']",[],"['ENSMUST00000157041.1', 'ENSMUST00000221833.1']","['processed_transcript', 'protein_coding']","['ENSMUSG00000021109.13', 'ENSMUSG00000114046.1']","['Hif1a', 'Gm49321']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7']","['ENSMUST00000157041.1', 'ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000221833.1']",['protein_coding']
chr12_73937800_73939528_+,11,210,chr12,73937800,73939528,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000221833.1', 'ENSMUST00000157041.1']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000157041.1']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000157041.1']",['ENSMUST00000221833.1'],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000021109.13', 'ENSMUSG00000114046.1']","['Hif1a', 'Gm49321']","['ENSMUST00000157041.1', 'ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000221833.1']","['ENSMUST00000110461.7', 'ENSMUST00000021530.7', 'ENSMUST00000157041.1']",['protein_coding']
chr12_76765638_76773257_+,16,975,chr12,76765638,76773257,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000041262.13', 'ENSMUST00000126408.1', 'ENSMUST00000110399.2', 'ENSMUST00000125842.7', 'ENSMUST00000137826.7']","['ENSMUST00000041262.13', 'ENSMUST00000110399.2', 'ENSMUST00000125842.7', 'ENSMUST00000137826.7']","['ENSMUST00000125842.7', 'ENSMUST00000041262.13', 'ENSMUST00000110399.2', 'ENSMUST00000137826.7']",['ENSMUST00000126408.1'],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000090258.7', 'ENSMUSG00000033373.16']","['Churc1', 'Fntb']","['ENSMUST00000110399.2', 'ENSMUST00000125842.7', 'ENSMUST00000137826.7', 'ENSMUST00000041262.13', 'ENSMUST00000126408.1']","['ENSMUST00000125842.7', 'ENSMUST00000041262.13', 'ENSMUST00000110399.2', 'ENSMUST00000137826.7']",['protein_coding']
chr12_76773393_76775593_+,16,707,chr12,76773393,76775593,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000041262.13', 'ENSMUST00000110399.2', 'ENSMUST00000125842.7', 'ENSMUST00000137826.7', 'ENSMUST00000152917.1']","['ENSMUST00000041262.13', 'ENSMUST00000126408.1', 'ENSMUST00000137826.7', 'ENSMUST00000152917.1']","['ENSMUST00000041262.13', 'ENSMUST00000152917.1', 'ENSMUST00000137826.7']","['ENSMUST00000125842.7', 'ENSMUST00000110399.2']",['ENSMUST00000126408.1'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000090258.7', 'ENSMUSG00000033373.16']","['Churc1', 'Fntb']","['ENSMUST00000152917.1', 'ENSMUST00000110399.2', 'ENSMUST00000125842.7', 'ENSMUST00000137826.7', 'ENSMUST00000041262.13']","['ENSMUST00000041262.13', 'ENSMUST00000152917.1', 'ENSMUST00000126408.1', 'ENSMUST00000137826.7']",['protein_coding']
chr12_76775664_76782812_+,16,816,chr12,76775664,76782812,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000041262.13', 'ENSMUST00000126408.1', 'ENSMUST00000137826.7']","['ENSMUST00000041262.13', 'ENSMUST00000126408.1', 'ENSMUST00000110399.2']","['ENSMUST00000041262.13', 'ENSMUST00000126408.1']",['ENSMUST00000137826.7'],['ENSMUST00000110399.2'],['protein_coding'],"['ENSMUSG00000090258.7', 'ENSMUSG00000033373.16']","['Churc1', 'Fntb']","['ENSMUST00000041262.13', 'ENSMUST00000126408.1', 'ENSMUST00000137826.7']","['ENSMUST00000041262.13', 'ENSMUST00000110399.2', 'ENSMUST00000126408.1']",['protein_coding']
chr12_81474649_81480930_-,11,419,chr12,81474649,81480930,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000164386.7', 'ENSMUST00000110340.8', 'ENSMUST00000166723.7', 'ENSMUST00000166664.1', 'ENSMUST00000002757.10', 'ENSMUST00000171237.7', 'ENSMUST00000168463.7', 'ENSMUST00000163282.7', 'ENSMUST00000167819.1', 'ENSMUST00000169124.1', 'ENSMUST00000171459.7', 'ENSMUST00000170958.7', 'ENSMUST00000168961.7']","['ENSMUST00000164386.7', 'ENSMUST00000110340.8', 'ENSMUST00000166723.7', 'ENSMUST00000166664.1', 'ENSMUST00000002757.10', 'ENSMUST00000171237.7', 'ENSMUST00000168463.7', 'ENSMUST00000163282.7', 'ENSMUST00000167819.1', 'ENSMUST00000169124.1', 'ENSMUST00000171459.7', 'ENSMUST00000170958.7', 'ENSMUST00000168961.7']","['ENSMUST00000170958.7', 'ENSMUST00000168961.7', 'ENSMUST00000171237.7', 'ENSMUST00000164386.7', 'ENSMUST00000110340.8', 'ENSMUST00000166723.7', 'ENSMUST00000168463.7', 'ENSMUST00000171459.7', 'ENSMUST00000169124.1', 'ENSMUST00000002757.10', 'ENSMUST00000166664.1', 'ENSMUST00000167819.1', 'ENSMUST00000163282.7']",['ENSMUST00000110339.4'],[],"['nonsense_mediated_decay', 'processed_transcript', 'protein_coding']","['ENSMUSG00000021139.17', 'ENSMUSG00000091803.7']","['Gm20498', 'Cox16']","['ENSMUST00000170958.7', 'ENSMUST00000168961.7', 'ENSMUST00000171237.7', 'ENSMUST00000164386.7', 'ENSMUST00000110339.4', 'ENSMUST00000110340.8', 'ENSMUST00000166723.7', 'ENSMUST00000168463.7', 'ENSMUST00000171459.7', 'ENSMUST00000169124.1', 'ENSMUST00000002757.10', 'ENSMUST00000166664.1', 'ENSMUST00000167819.1', 'ENSMUST00000163282.7']","['ENSMUST00000170958.7', 'ENSMUST00000168961.7', 'ENSMUST00000171237.7', 'ENSMUST00000164386.7', 'ENSMUST00000110340.8', 'ENSMUST00000166723.7', 'ENSMUST00000168463.7', 'ENSMUST00000171459.7', 'ENSMUST00000169124.1', 'ENSMUST00000002757.10', 'ENSMUST00000166664.1', 'ENSMUST00000167819.1', 'ENSMUST00000163282.7']",['protein_coding']
chr13_59758995_59762741_-,12,419,chr13,59758995,59762741,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000057115.6', 'ENSMUST00000225877.1', 'ENSMUST00000225581.1']","['ENSMUST00000057115.6', 'ENSMUST00000225877.1', 'ENSMUST00000225581.1']","['ENSMUST00000225877.1', 'ENSMUST00000057115.6', 'ENSMUST00000225581.1']",[],[],"['processed_transcript', 'protein_coding']","['ENSMUSG00000114763.1', 'ENSMUSG00000044792.7']","['Gm49354', 'Isca1']","['ENSMUST00000225877.1', 'ENSMUST00000057115.6', 'ENSMUST00000225581.1']","['ENSMUST00000225877.1', 'ENSMUST00000057115.6', 'ENSMUST00000225581.1']",['protein_coding']
chr13_100654283_100655033_+,14,575,chr13,100654283,100655033,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000022135.14', 'ENSMUST00000084721.7', 'ENSMUST00000190729.1', 'ENSMUST00000190165.6', 'ENSMUST00000185767.6', 'ENSMUST00000167256.7', 'ENSMUST00000187792.1']","['ENSMUST00000084721.7', 'ENSMUST00000190729.1', 'ENSMUST00000190165.6', 'ENSMUST00000185767.6', 'ENSMUST00000167256.7', 'ENSMUST00000187792.1']","['ENSMUST00000084721.7', 'ENSMUST00000190165.6', 'ENSMUST00000187792.1', 'ENSMUST00000185767.6', 'ENSMUST00000190729.1', 'ENSMUST00000167256.7']",['ENSMUST00000022135.14'],[],['protein_coding'],"['ENSMUSG00000052293.14', 'ENSMUSG00000078941.9']","['Taf9', 'Ak6']","['ENSMUST00000022135.14', 'ENSMUST00000084721.7', 'ENSMUST00000190165.6', 'ENSMUST00000187792.1', 'ENSMUST00000185767.6', 'ENSMUST00000190729.1', 'ENSMUST00000167256.7']","['ENSMUST00000084721.7', 'ENSMUST00000190165.6', 'ENSMUST00000187792.1', 'ENSMUST00000185767.6', 'ENSMUST00000190729.1', 'ENSMUST00000167256.7']",['protein_coding']
chr18_36665455_36665590_+,5,301,chr18,36665455,36665590,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000142977.7', 'ENSMUST00000140061.7', 'ENSMUST00000036765.7']","['ENSMUST00000142977.7', 'ENSMUST00000140061.7', 'ENSMUST00000036765.7']","['ENSMUST00000142977.7', 'ENSMUST00000036765.7', 'ENSMUST00000140061.7']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000024483.18', 'ENSMUSG00000090264.1']","['Ankhd1', 'Eif4ebp3']","['ENSMUST00000142977.7', 'ENSMUST00000036765.7', 'ENSMUST00000140061.7']","['ENSMUST00000142977.7', 'ENSMUST00000036765.7', 'ENSMUST00000140061.7']",['protein_coding']
chr19_6081214_6081846_-,10,411,chr19,6081214,6081846,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000162374.2', 'ENSMUST00000025707.8', 'ENSMUST00000160977.7']","['ENSMUST00000025707.8', 'ENSMUST00000160131.1', 'ENSMUST00000160977.7']","['ENSMUST00000160977.7', 'ENSMUST00000160131.1', 'ENSMUST00000025707.8']","['ENSMUST00000161548.7', 'ENSMUST00000162374.2']",[],"['protein_coding', 'retained_intron']","['ENSMUSG00000100621.1', 'ENSMUSG00000024792.8']","['Gm28374', 'Zfpl1']","['ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000162374.2', 'ENSMUST00000161548.7', 'ENSMUST00000160131.1']","['ENSMUST00000160977.7', 'ENSMUST00000160131.1', 'ENSMUST00000025707.8']",['protein_coding']
chr19_6081964_6082180_-,10,673,chr19,6081964,6082180,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000162374.2', 'ENSMUST00000025707.8', 'ENSMUST00000160131.1', 'ENSMUST00000160977.7', 'ENSMUST00000161548.7']","['ENSMUST00000162374.2', 'ENSMUST00000025707.8', 'ENSMUST00000160131.1', 'ENSMUST00000160977.7', 'ENSMUST00000161548.7']","['ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000162374.2', 'ENSMUST00000161548.7', 'ENSMUST00000160131.1']","['ENSMUST00000160712.7', 'ENSMUST00000160448.7', 'ENSMUST00000160357.1', 'ENSMUST00000160444.7']",[],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000100621.1', 'ENSMUSG00000024792.8']","['Gm28374', 'Zfpl1']","['ENSMUST00000160712.7', 'ENSMUST00000160977.7', 'ENSMUST00000160444.7', 'ENSMUST00000025707.8', 'ENSMUST00000162374.2', 'ENSMUST00000160448.7', 'ENSMUST00000161548.7', 'ENSMUST00000160131.1', 'ENSMUST00000160357.1']","['ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000162374.2', 'ENSMUST00000161548.7', 'ENSMUST00000160131.1']",['protein_coding']
chr19_6082327_6082398_-,10,520,chr19,6082327,6082398,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000025707.8', 'ENSMUST00000160977.7', 'ENSMUST00000161548.7', 'ENSMUST00000160448.7', 'ENSMUST00000160357.1', 'ENSMUST00000160712.7']","['ENSMUST00000025707.8', 'ENSMUST00000160977.7', 'ENSMUST00000161548.7', 'ENSMUST00000160448.7', 'ENSMUST00000160357.1', 'ENSMUST00000160712.7']","['ENSMUST00000160712.7', 'ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000160448.7', 'ENSMUST00000161548.7', 'ENSMUST00000160357.1']",[],['ENSMUST00000162374.2'],"['nonsense_mediated_decay', 'protein_coding', 'retained_intron']","['ENSMUSG00000100621.1', 'ENSMUSG00000024792.8']","['Gm28374', 'Zfpl1']","['ENSMUST00000160712.7', 'ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000160448.7', 'ENSMUST00000161548.7', 'ENSMUST00000160357.1']","['ENSMUST00000160712.7', 'ENSMUST00000160977.7', 'ENSMUST00000025707.8', 'ENSMUST00000162374.2', 'ENSMUST00000160448.7', 'ENSMUST00000161548.7', 'ENSMUST00000160357.1']",['protein_coding']
chr2_122028724_122028807_+,17,357,chr2,122028724,122028807,+,GT-AG,GT,AG,annotated on 5',annotated on 3',0,1,"['ENSMUST00000028668.7', 'ENSMUST00000142747.1']","['ENSMUST00000028668.7', 'ENSMUST00000142747.1']","['ENSMUST00000028668.7', 'ENSMUST00000142747.1']",['ENSMUST00000197244.1'],[],"['miRNA', 'protein_coding', 'processed_transcript']","['ENSMUSG00000104603.1', 'ENSMUSG00000027236.8']","['Gm47314', 'Eif3j1']","['ENSMUST00000028668.7', 'ENSMUST00000197244.1', 'ENSMUST00000142747.1']","['ENSMUST00000028668.7', 'ENSMUST00000142747.1']","['miRNA', 'protein_coding']"
chr2_136885700_136891042_-,7,236,chr2,136885700,136891042,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000110089.8', 'ENSMUST00000144275.1', 'ENSMUST00000227806.1']","['ENSMUST00000028730.12', 'ENSMUST00000110089.8', 'ENSMUST00000144275.1', 'ENSMUST00000227806.1']","['ENSMUST00000227806.1', 'ENSMUST00000144275.1', 'ENSMUST00000110089.8']",[],"['ENSMUST00000231720.1', 'ENSMUST00000028730.12']","['processed_transcript', 'protein_coding']","['ENSMUSG00000116563.1', 'ENSMUSG00000115423.2', 'ENSMUSG00000027274.16']","['AL731706.2', 'AL731706.1', 'Mkks']","['ENSMUST00000227806.1', 'ENSMUST00000144275.1', 'ENSMUST00000110089.8']","['ENSMUST00000144275.1', 'ENSMUST00000227806.1', 'ENSMUST00000110089.8', 'ENSMUST00000231720.1', 'ENSMUST00000028730.12']",['protein_coding']
chr2_156125370_156126318_-,7,203,chr2,156125370,156126318,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000162612.7', 'ENSMUST00000160165.7', 'ENSMUST00000159952.7', 'ENSMUST00000029147.15']","['ENSMUST00000162612.7', 'ENSMUST00000160165.7', 'ENSMUST00000159952.7', 'ENSMUST00000029147.15']","['ENSMUST00000159952.7', 'ENSMUST00000160165.7', 'ENSMUST00000029147.15', 'ENSMUST00000162612.7']",[],[],"['nonsense_mediated_decay', 'protein_coding']","['ENSMUSG00000027618.17', 'ENSMUSG00000098950.7']","['Nfs1', 'Gm28036']","['ENSMUST00000159952.7', 'ENSMUST00000160165.7', 'ENSMUST00000029147.15', 'ENSMUST00000162612.7']","['ENSMUST00000159952.7', 'ENSMUST00000160165.7', 'ENSMUST00000029147.15', 'ENSMUST00000162612.7']",['protein_coding']
chr5_31141850_31144699_-,10,505,chr5,31141850,31144699,-,GT-AG,GT,AG,annotated on 5',annotated on 3',1,0,"['ENSMUST00000154241.7', 'ENSMUST00000200744.3', 'ENSMUST00000202241.3', 'ENSMUST00000201353.3', 'ENSMUST00000200864.3', 'ENSMUST00000201171.3', 'ENSMUST00000202836.3']","['ENSMUST00000154241.7', 'ENSMUST00000200744.3', 'ENSMUST00000200833.3', 'ENSMUST00000202241.3', 'ENSMUST00000201353.3', 'ENSMUST00000200864.3', 'ENSMUST00000201171.3', 'ENSMUST00000202836.3']","['ENSMUST00000201353.3', 'ENSMUST00000202836.3', 'ENSMUST00000200744.3', 'ENSMUST00000201171.3', 'ENSMUST00000200864.3', 'ENSMUST00000202241.3', 'ENSMUST00000154241.7']",['ENSMUST00000136581.2'],['ENSMUST00000200833.3'],"['processed_transcript', 'protein_coding', 'retained_intron']","['ENSMUSG00000107283.3', 'ENSMUSG00000101678.3']","['Mpv17', 'Gm29609']","['ENSMUST00000136581.2', 'ENSMUST00000201353.3', 'ENSMUST00000202836.3', 'ENSMUST00000200744.3', 'ENSMUST00000201171.3', 'ENSMUST00000200864.3', 'ENSMUST00000202241.3', 'ENSMUST00000154241.7']","['ENSMUST00000201353.3', 'ENSMUST00000200833.3', 'ENSMUST00000202836.3', 'ENSMUST00000200744.3', 'ENSMUST00000201171.3', 'ENSMUST00000200864.3', 'ENSMUST00000202241.3', 'ENSMUST00000154241.7']",['protein_coding']
